Id,OverallQual,OverallCond,YearBuilt,BsmtFinSF1,FlrSF1st,FlrSF2nd,GrLivArea,SalePrice
1271,7,6,1979,1258,1332,192,1524,260000
1272,6,7,1968,0,1489,0,1489,185750
1273,5,6,1965,560,935,0,935,137000
1274,6,7,1959,719,1357,0,1357,177000
1275,5,6,1910,0,661,589,1250,139000
1276,5,5,1948,220,928,992,1920,137000
1277,6,6,1972,593,735,660,1395,162000
1278,6,5,1967,528,1724,0,1724,197900
1279,8,5,2002,804,1128,903,2031,237000
1280,4,4,1920,0,698,430,1128,68400
1281,7,5,2002,788,1573,0,1573,227000
1282,7,5,1990,1053,1339,0,1339,180000
1283,5,7,1977,532,1040,0,1040,150500
1284,6,5,1971,0,912,912,1824,139000
1285,6,7,1919,0,1699,748,2447,169000
1286,6,6,1939,0,825,587,1412,132500
1287,6,5,1963,569,1328,0,1328,143000
1288,5,5,1964,812,1582,0,1582,190000
1289,8,5,2000,1158,1659,0,1659,278000
1290,8,5,2006,0,1120,850,1970,281000
1291,5,7,1964,1014,1152,0,1152,180500
1292,5,7,1972,231,630,672,1302,119500
1293,5,4,1892,0,1378,994,2372,107500
1294,7,5,1976,194,832,832,1664,162900
1295,5,7,1955,167,864,0,864,115000
1296,5,5,1968,1016,1052,0,1052,138500
1297,5,6,1963,776,1128,0,1128,155000
1298,6,5,2005,547,1072,0,1072,140000
1299,10,5,2008,5644,4692,950,5642,160000
1300,5,7,1959,340,1246,0,1246,154000
1301,7,5,1999,694,1005,978,1983,225000
1302,6,7,1942,547,753,741,1494,177500
1303,8,5,1994,740,1203,1323,2526,290000
1304,7,5,2005,0,1616,0,1616,232000
1305,7,5,2004,0,976,732,1708,130000
1306,9,5,2006,1572,1652,0,1652,325000
1307,7,5,2005,0,1368,0,1368,202500
1308,5,5,1994,746,990,0,990,138000
1309,5,7,1948,144,1122,0,1122,147000
1310,6,5,1991,1200,1294,0,1294,179200
1311,7,8,1959,1406,1902,0,1902,335000
1312,7,5,2005,925,1274,0,1274,203000
1313,8,5,1990,482,1453,1357,2810,302000
1314,9,5,1999,0,1422,1177,2599,333168
1315,4,6,1954,732,948,0,948,119000
1316,6,5,1969,500,1092,1020,2112,206900
1317,8,5,2008,0,1630,0,1630,295493
1318,7,5,2006,0,1352,0,1352,208900
1319,8,5,2001,0,1787,0,1787,275000
1320,4,5,1954,492,948,0,948,111000
1321,6,3,1957,189,1478,0,1478,156500
1322,3,6,1949,0,720,0,720,72500
1323,7,5,1992,674,1061,862,1923,190000
1324,4,7,1940,280,708,0,708,82500
1325,8,5,2006,0,1795,0,1795,147000
1326,4,4,1922,0,796,0,796,55000
1327,3,6,1931,544,774,0,774,79000
1328,5,9,1982,641,816,0,816,130500
1329,6,7,1920,493,1584,1208,2792,256000
1330,7,5,1998,0,955,677,1632,176500
1331,8,5,2006,0,1588,0,1588,227000
1332,5,5,1976,483,954,0,954,132500
1333,4,6,1938,690,816,0,816,100000
1334,5,6,1938,0,803,557,1360,125500
1335,5,6,1970,765,765,600,1365,125000
1336,6,5,1977,686,1334,0,1334,167900
1337,5,5,1973,0,1656,0,1656,135000
1338,4,4,1941,0,693,0,693,52500
1339,7,5,2002,700,920,941,1861,200000
1340,5,7,1972,360,864,0,864,128500
1341,4,5,1971,0,872,0,872,123000
1342,6,5,2003,814,1114,0,1114,155000
1343,8,5,2002,0,1284,885,2169,228500
1344,6,6,1928,0,1172,741,1913,177000
1345,7,5,2006,0,728,728,1456,155835
1346,4,4,1920,250,960,0,960,108500
1347,7,7,1968,297,2156,0,2156,262500
1348,8,5,2006,80,1776,0,1776,283463
1349,7,5,1998,1443,1494,0,1494,215000
1350,8,5,1872,259,938,1215,2358,122000
1351,5,5,1969,500,1338,1296,2634,200000
1352,6,6,1962,319,858,858,1716,171000
1353,6,9,1937,0,786,390,1176,134900
1354,8,5,1995,816,2053,1185,3238,410000
1355,7,5,2000,735,992,873,1865,235000
1356,7,6,1968,0,1222,698,1920,170000
1357,5,5,1966,340,892,0,892,110000
1358,5,6,1971,734,1078,0,1078,149900
1359,6,5,2000,378,769,804,1573,177500
1360,9,5,2004,1447,1980,0,1980,315000
1361,5,6,1921,0,990,1611,2601,189000
1362,7,5,2005,1274,1530,0,1530,260000
1363,4,4,1920,0,1281,457,1738,104900
1364,6,5,2006,0,616,796,1412,156932
1365,7,5,2005,0,520,600,1200,144152
1366,7,5,2000,533,814,860,1674,216000
1367,7,5,1999,633,882,908,1790,193000
1368,5,6,1977,548,925,550,1475,127000
1369,6,5,2003,685,848,0,848,144000
1370,8,5,2003,370,1668,0,1668,232000
1371,4,6,1920,315,840,534,1374,105000
1372,6,6,1955,831,1661,0,1661,165500
1373,7,6,1998,975,1108,989,2097,274300
1374,10,5,2001,1282,2633,0,2633,466500
1375,7,5,2005,0,1026,932,1958,250000
1376,8,5,2007,0,1571,0,1571,239000
1377,6,5,1930,384,790,0,790,91000
1378,5,5,1941,408,984,620,1604,117000
1379,6,5,1973,309,483,504,987,83000
1380,5,5,2006,0,754,640,1394,167500
1381,3,3,1914,203,864,0,864,58500
1382,6,7,1970,865,2117,0,2117,237500
1383,7,7,1920,0,998,764,1762,157000
1384,5,7,1918,0,1416,0,1416,112000
1385,6,5,1939,204,698,560,1258,105000
1386,4,8,1922,735,796,358,1154,125500
1387,7,5,1978,790,1392,1392,2784,250000
1388,6,7,1916,168,1664,862,2526,136000
1389,9,5,2006,1320,1746,0,1746,377500
1390,6,6,1941,375,869,349,1218,131000
1391,7,5,2000,1400,1525,0,1525,235000
1392,5,5,1967,0,1584,0,1584,124000
1393,5,5,1967,769,900,0,900,123000
1394,6,7,1905,0,1221,691,1912,163000
1395,7,5,2006,1070,1500,0,1500,246578
1396,8,5,2005,0,1133,1349,2482,281213
1397,5,5,1948,353,1687,0,1687,160000
1398,5,8,1920,0,939,574,1513,137500
1399,5,4,1950,180,1136,768,1904,138000
1400,6,6,1925,264,1160,448,1608,137450
1401,6,7,1929,0,950,208,1158,120000
1402,6,5,2004,759,864,729,1593,193000
1403,7,5,2006,0,1294,0,1294,193879
1404,8,5,2007,929,1464,0,1464,282922
1405,3,4,1915,0,694,520,1214,105000
1406,8,5,2004,1373,1646,0,1646,275000
1407,5,7,1972,656,768,0,768,133000
1408,5,5,1985,625,833,0,833,112000
1409,4,7,1910,0,741,622,1363,125500
1410,7,6,1986,0,1236,857,2093,215000
1411,7,5,2001,666,944,896,1840,230000
1412,6,8,1950,120,1112,556,1668,140000
1413,4,5,1949,0,1040,0,1040,90000
1414,8,5,2005,976,1844,0,1844,257000
1415,6,7,1923,0,1053,795,1848,207000
1416,7,5,2007,988,1569,0,1569,175900
1417,4,6,1885,0,1246,1044,2290,122500
1418,8,5,1998,781,1310,1140,2450,340000
1419,5,5,1963,25,1144,0,1144,124000
1420,6,5,1969,1110,1844,0,1844,223000
1421,6,6,1968,404,708,708,1416,179900
1422,6,5,1977,360,1069,0,1069,127500
1423,6,5,2003,686,848,0,848,136500
1424,6,7,1966,0,1575,626,2201,274970
1425,5,5,1958,457,1344,0,1344,144000
1426,6,6,1959,0,1252,0,1252,142000
1427,7,5,1994,1000,1223,904,2127,271000
1428,5,6,1945,580,1048,510,1558,140000
1429,5,7,1940,510,804,0,804,119000
1430,6,7,1981,678,1440,0,1440,182900
1431,5,5,2005,0,734,1104,1838,192140
1432,6,6,1976,958,958,0,958,143750
1433,4,6,1927,0,968,0,968,64500
1434,6,5,2000,0,962,830,1792,186500
1435,5,5,1977,936,1126,0,1126,160000
1436,6,9,1962,0,1537,0,1537,174000
1437,4,6,1971,616,864,0,864,120500
1438,8,5,2008,1336,1932,0,1932,394617
1439,6,7,1957,600,1236,0,1236,149700
1440,7,6,1979,315,1040,685,1725,197000
1441,6,7,1922,0,1423,748,2555,191000
1442,6,5,2004,697,848,0,848,149300
1443,10,5,2008,765,1026,981,2007,310000
1444,6,6,1916,0,952,0,952,121000
1445,7,5,2004,0,1422,0,1422,179600
1446,6,5,1966,187,913,0,913,129000
1447,5,7,1962,593,1188,0,1188,157900
1448,8,5,1995,1079,1220,870,2090,240000
1449,4,7,1910,0,796,550,1346,112000
1450,5,7,1970,553,630,0,630,92000
1451,5,5,1974,0,896,896,1792,136000
1452,8,5,2008,0,1578,0,1578,287090
1453,5,5,2005,547,1072,0,1072,145000
1454,5,5,2006,0,1140,0,1140,84500
1455,7,5,2004,410,1221,0,1221,185000
1456,6,5,1999,0,953,694,1647,175000
1457,6,6,1978,790,2073,0,2073,210000
1458,7,9,1941,275,1188,1152,2340,266500
1459,5,6,1950,49,1078,0,1078,142125
1460,5,6,1965,830,1256,0,1256,147500
